title;short_description;description;category;original_price;sale_price;regular_price;images;url
Moyra Stamping Plate 27 Dreamology;;;Moyra Stamping > Moyra Stamping Plate;;;8,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/0ffd64fa69e76fdb25784329c532c1f457e67797.jpg,https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/article/2affeb25fa7fbc9da86dfe9f28990c767b98b92e.jpg;https://www.nagelproduct.nl/a-54675230/moyra-stamping-plate/moyra-stamping-plate-27-dreamology/
Moyra Stamping Plate 26 Summertime;;;Moyra Stamping > Moyra Stamping Plate;;;8,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/7cb6139d769435ab7f9c5d03d39811ac14484a9a.jpg,https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/article/fcce6a448efa1c91f60608d092dc6db29137fec1.jpg;https://www.nagelproduct.nl/a-54675226/moyra-stamping-plate/moyra-stamping-plate-26-summertime/
Moyra Stamping Plate 25 Vintage 2;;;Moyra Stamping > Moyra Stamping Plate;;;8,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/43404b99282c06752965733f213542897f920ec0.jpg,https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/article/9c44589e24d6d7ea3c2ebff6932d66868a110e36.jpg;https://www.nagelproduct.nl/a-54675221/moyra-stamping-plate/moyra-stamping-plate-25-vintage-2/
Moyra Stamping Plate 24 Primavera;;;Moyra Stamping > Moyra Stamping Plate;;;8,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/2649aac859bb5f43cde50b18b3bffbec70057a6c.jpg,https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/article/be5357d800c9f18e73fa9dc34853c24b24daa7de.jpg;https://www.nagelproduct.nl/a-54629613/moyra-stamping-plate/moyra-stamping-plate-24-primavera/
Moyra Stamping Plate 23 Vanity;;;Moyra Stamping > Moyra Stamping Plate;;;8,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/d69c7b88ad852c97cc80392b1943c7386679156e.jpg,https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/article/8b98b26d7b603a6fb57809238452d3b6bfbff5ac.jpg;https://www.nagelproduct.nl/a-54675217/moyra-stamping-plate/moyra-stamping-plate-23-vanity/
SALE Moyra Stamping Plate 22 Gastromania;;;Moyra Stamping > Moyra Stamping Plate;8,95;7,95;;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/9c46d225464ef326d1fa6879288780bc20349859.jpg,https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/article/056eff0332a02f1b0ea4005e5961f18ac9bc0f84.jpg;https://www.nagelproduct.nl/a-54675214/moyra-stamping-plate/sale-moyra-stamping-plate-22-gastromania/
Moyra Stamping Plate 21 Retro;;;Moyra Stamping > Moyra Stamping Plate;;;8,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/a1ac94aed5aac69cefbb9412d522c8613c709947.jpg,https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/article/9c0fa4a46e3aeee2b4d251ae3bdfd3d172f75e63.jpg;https://www.nagelproduct.nl/a-54675213/moyra-stamping-plate/moyra-stamping-plate-21-retro/
SALE Moyra Stamping Plate 20 Orientalist;;;Moyra Stamping > Moyra Stamping Plate;8,95;7,95;;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/2d79b46b62fbcecba3a161ee565e2ff1c1a51391.jpg,https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/article/79ac16bbd714a6a1821358a44a28648c53b9aa8f.jpg;https://www.nagelproduct.nl/a-54675208/moyra-stamping-plate/sale-moyra-stamping-plate-20-orientalist/
Moyra Stamping Plate 19 Maharaja;;;Moyra Stamping > Moyra Stamping Plate;;;8,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/7f51ff245f7c98c9c0192d0f496931ac098b6514.jpg,https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/article/3932dc65896e2ffc0d9b6b66347ab6813d89acf6.jpg;https://www.nagelproduct.nl/a-54629609/moyra-stamping-plate/moyra-stamping-plate-19-maharaja/
Moyra ProFile 80/80;;;Moyra Vijlen;;;2,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/978bf35c386acae71be7220927798935ba92ced4.jpg;https://www.nagelproduct.nl/a-54675430/moyra-vijlen/moyra-profile-80-80/
Moyra Stamping Plate 18 Childhood;;;Moyra Stamping > Moyra Stamping Plate;;;8,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/b8753b38fd33562a84b559547bf96d67a693892b.jpg,https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/article/334f73ef0e77da3dd812651e60564843edaacfbf.jpg;https://www.nagelproduct.nl/a-54675200/moyra-stamping-plate/moyra-stamping-plate-18-childhood/
Moyra Stamping Plate 17 White Wedding;;;Moyra Stamping > Moyra Stamping Plate;;;8,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/5ecdf28f3cad1ad77c7df657e0b016cced578429.jpg;https://www.nagelproduct.nl/a-54675197/moyra-stamping-plate/moyra-stamping-plate-17-white-wedding/
Moyra Stamping Plate 16 Memories;;;Moyra Stamping > Moyra Stamping Plate;;;8,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/92420cc3a08ddc93a0bb6a938292622d40123e17.jpg,https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/article/59b720cf44de4166b226a63e2b2e920c2e6011f1.jpg;https://www.nagelproduct.nl/a-54675189/moyra-stamping-plate/moyra-stamping-plate-16-memories/
Moyra Stamping Plate 11 Damask Drapery;;;Moyra Stamping > Moyra Stamping Plate;;;8,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/4d76929d4685a67c77a49a8f417a5830fcf6aeec.jpg,https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/article/3266de7f77645659cafaffad6e1173224508dc28.jpg;https://www.nagelproduct.nl/a-54629600/moyra-stamping-plate/moyra-stamping-plate-11-damask-drapery/
Moyra Stamping Plate 15 Lacelove;;;Moyra Stamping > Moyra Stamping Plate;;;8,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/75cba2359d31c809074bd41dce724b8a51a2fbaf.jpg,https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/article/7df1214a5ab22e22bb4a2a4e1cfd451c5402f054.jpg;https://www.nagelproduct.nl/a-54675183/moyra-stamping-plate/moyra-stamping-plate-15-lacelove/
Moyra Stamping Plate 13 Sweet Dreams;;;Moyra Stamping > Moyra Stamping Plate;;;8,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/bbe45f808ba7b501ae79b826353621648282e658.jpg,https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/article/5448e1286b6c800f6d7461a0ab53aedd9f039bfa.jpg;https://www.nagelproduct.nl/a-54675164/moyra-stamping-plate/moyra-stamping-plate-13-sweet-dreams/
SALE Moyra Stamping Plate 14 Moments;;;Moyra Stamping > Moyra Stamping Plate;8,95;7,95;;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/81a126b0574c1785461caf9fca5d181436c28450.jpg,https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/article/ee8bc8424e0f590b83f15b7915e2de9a8806c973.jpg;https://www.nagelproduct.nl/a-54675170/moyra-stamping-plate/sale-moyra-stamping-plate-14-moments/
Moyra Stamping Plate 10 Florality 2;;;Moyra Stamping > Moyra Stamping Plate;;;8,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/dcd973d1a366ae5a8fefa6041589b4ac89eacd86.jpg,https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/article/19f03cf1133bc51a258bdb8674dbf59019b4f88b.jpg;https://www.nagelproduct.nl/a-54675161/moyra-stamping-plate/moyra-stamping-plate-10-florality-2/
Moyra Stamping Plate 09 Celebration;;;Moyra Stamping > Moyra Stamping Plate;;;8,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/0aeda52321e3ec22f29fd795f758a2beb34d2bd3.jpg,https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/article/3b05f9c775b5bed5081c65aa471d73b65acee776.jpg;https://www.nagelproduct.nl/a-54675158/moyra-stamping-plate/moyra-stamping-plate-09-celebration/
Moyra Stamping Plate 06 Florality 1;;;Moyra Stamping > Moyra Stamping Plate;;;8,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/dcb95186521c38429f5157817f9facd1ac4f764e.jpg,https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/article/5a1cf17d08d331b5e687c2414ceabb73daaca56e.jpg;https://www.nagelproduct.nl/a-54629587/moyra-stamping-plate/moyra-stamping-plate-06-florality-1/
Moyra Stamping Plate 08 Geometry;;;Moyra Stamping > Moyra Stamping Plate;;;8,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/9b57d2209c664f289b1d99357797ada3bb7277fd.jpg,https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/article/3c31b44613e73030d7d01a3a549d6d0bac2f59f9.jpg;https://www.nagelproduct.nl/a-54675156/moyra-stamping-plate/moyra-stamping-plate-08-geometry/
Moyra Stamping Plate 07 Labyrinth;;;Moyra Stamping > Moyra Stamping Plate;;;8,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/fe76000953d34b466f71319e3d45d63128cc5c61.jpg,https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/article/51807319cc7d32368be8028a1bd80403df8a8500.jpg;https://www.nagelproduct.nl/a-54629591/moyra-stamping-plate/moyra-stamping-plate-07-labyrinth/
Moyra Stamping Plate 05 Vintage;;;Moyra Stamping > Moyra Stamping Plate;;;8,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/67aaf69433b3cd5b3cca70676ee66c54cd093ae3.jpg,https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/article/348ec5498fe50b661462689a14549aa1a46a737e.jpg;https://www.nagelproduct.nl/a-54675148/moyra-stamping-plate/moyra-stamping-plate-05-vintage/
Moyra Stamping Plate 04 Animalistic;;;Moyra Stamping > Moyra Stamping Plate;;;8,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/c89fdc6308722f958d2185c6a0da9e9698f37a4b.jpg,https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/article/bfd7f2ef1f827d6fb82e680e81760c5cf56035a9.jpg;https://www.nagelproduct.nl/a-54629578/moyra-stamping-plate/moyra-stamping-plate-04-animalistic/
Moyra Stamping Plate 03 Ornaments;;;Moyra Stamping > Moyra Stamping Plate;;;8,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/7e12f95cb4e40298d0e29cd63496dffebdaaf430.jpg,https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/article/efd3be3dcebab553b08bc6a513673786c2bf67f7.jpg;https://www.nagelproduct.nl/a-54625062/moyra-stamping-plate/moyra-stamping-plate-03-ornaments/
Moyra Stamping Plate 02 Fabric Texture;;;Moyra Stamping > Moyra Stamping Plate;;;8,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/db99938f04fd7a819827453d4ba2a70c39d0c79d.jpg,https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/article/4015f3b1756352939146a85206f2c3b226cc7f25.jpg;https://www.nagelproduct.nl/a-54625052/moyra-stamping-plate/moyra-stamping-plate-02-fabric-texture/
Moyra Nail Polish Holographic 256 Orion;Moyra nail polish is fast drying, well covering, nicely levelling, long-lasting nail polish in beautiful, trendy colors.;<p>Moyra nail polish is fast drying, well covering, nicely levelling, long-lasting nail polish in beautiful, trendy colors.</p><p>Met deze lak is er de mogelijkheid om te stempelen. Je bent dan als extra een siliconen stempel nodig. Aflakken kan met topcoat naar keuze.</p><p>Unit Size:12ml</p>;Moyra Stamping > Moyra Stamping Polish;;;4,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/04a9da4810abf6e2fe2e2bab9e4a514d1bbfccb6.jpg,https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/article/f2776a2ed1559affa6be601763ed5a8323dc20e8.jpg;https://www.nagelproduct.nl/a-59779158/moyra-stamping-polish/moyra-nail-polish-holographic-256-orion/
Moyra Nail Polish Holographic 255 Gravity;Moyra nail polish is fast drying, well covering, nicely levelling, long-lasting nail polish in beautiful, trendy colors.;<p>Moyra nail polish is fast drying, well covering, nicely levelling, long-lasting nail polish in beautiful, trendy colors.</p><p>Met deze lak is er de mogelijkheid om te stempelen. Je bent dan als extra een siliconen stempel nodig. Aflakken kan met topcoat naar keuze.</p><p>Unit Size:12ml</p>;Moyra Stamping > Moyra Stamping Polish;;;4,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/5b24b060bd0b25692fec79af7ad18d2c65ca8bc0.jpg,https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/article/f2776a2ed1559affa6be601763ed5a8323dc20e8.jpg;https://www.nagelproduct.nl/a-59779153/moyra-stamping-polish/moyra-nail-polish-holographic-255-gravity/
Moyra Nail Polish Holographic 252 Infinity;Moyra nail polish is fast drying, well covering, nicely levelling, long-lasting nail polish in beautiful, trendy colors.;<p>Moyra nail polish is fast drying, well covering, nicely levelling, long-lasting nail polish in beautiful, trendy colors.</p><p>Met deze lak is er de mogelijkheid om te stempelen. Je bent dan als extra een siliconen stempel nodig. Aflakken kan met topcoat naar keuze.</p><p>Unit Size:12ml</p>;Moyra Stamping > Moyra Stamping Polish;;;4,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/14f1f5d641903f45542994c49197bd3bd3fee29d.jpg,https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/article/f2776a2ed1559affa6be601763ed5a8323dc20e8.jpg;https://www.nagelproduct.nl/a-59779147/moyra-stamping-polish/moyra-nail-polish-holographic-252-infinity/
Moyra Nail Polish Holographic 251 Sirius;Moyra nail polish is fast drying, well covering, nicely levelling, long-lasting nail polish in beautiful, trendy colors.;<p>Moyra nail polish is fast drying, well covering, nicely levelling, long-lasting nail polish in beautiful, trendy colors.</p><p>Met deze lak is er de mogelijkheid om te stempelen. Je bent dan als extra een siliconen stempel nodig. Aflakken kan met topcoat naar keuze.</p><p>Unit Size:12ml</p>;Moyra Stamping > Moyra Stamping Polish;;;4,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/11f8dbd4e81dcfa5a188f52cbc7e84f0e18ce458.jpg,https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/article/f2776a2ed1559affa6be601763ed5a8323dc20e8.jpg;https://www.nagelproduct.nl/a-59779141/moyra-stamping-polish/moyra-nail-polish-holographic-251-sirius/
Moyra Stamping CatEye Magnet;;;Moyra Stamping > Moyra Stamping Polish;;;5,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/a354dbba246256b7fd362b48e3f4beb94e02820e.jpg;https://www.nagelproduct.nl/a-56932814/moyra-stamping-polish/moyra-stamping-cateye-magnet/
Moyra SP Aqua Topcoat;Stempel polish topcoat met een uv filter;<p>Stempel polish topcoat met een uv filter</p><p>Deze topcoat droogt in de lucht en is bedoeld om jou gemaakte design te beschermen op natuurlijke nagels.</p>;Moyra Stamping > Moyra Stamping Polish;;;4,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/41e18547bb3b8e8f0c180ee6c092a6ab231938db.jpg;https://www.nagelproduct.nl/a-58714785/moyra-stamping-polish/moyra-sp-aqua-topcoat/
Moyra SP Topcoat;Heldere stempel polish topcoat.;<p>Heldere stempel polish topcoat.</p><p>Deze topcoat droogt in de lucht en is bedoeld om jou gemaakte design te beschermen op natuurlijke nagels.</p>;Moyra Stamping > Moyra Stamping Polish;;;4,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/7fc5dc43cfea6b8f9436fcc1109f9354a987aeec.jpg;https://www.nagelproduct.nl/a-55194816/moyra-stamping-polish/moyra-sp-topcoat/
Moyra Mini Magnet;10mm X 60mm;<p>10mm X 60mm</p>;Moyra Stamping > Moyra Stamping Polish;;;5,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/90fd2b6bbcb69192c5ed3e1170223ccae0986cc6.jpg,https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/article/d8b728a4e781fcc746bf7d681581c85d1ee5de5c.jpg,https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/article/526580da3bd4a8357af32e9672e00558fe75df6a.jpg;https://www.nagelproduct.nl/a-61122069/moyra-stamping-polish/moyra-mini-magnet/
Moyra Stamping Nail Polish sp41 Amber Orange;;;Moyra Stamping > Moyra Stamping Polish;;;4,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/5b532ac61ea5894e8213c945f10c83b682eef0e0.jpg;https://www.nagelproduct.nl/a-64801818/moyra-stamping-polish/moyra-stamping-nail-polish-sp41-amber-orange/
Moyra Stamping Nail Polish sp40 Amaranth Red;;;Moyra Stamping > Moyra Stamping Polish;;;4,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/543ba297bc0627098085d657b19e02c6020c5c8a.jpg,https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/article/8beee6b4192a511928aac43c651be5fa18fbd2a7.jpg;https://www.nagelproduct.nl/a-64801808/moyra-stamping-polish/moyra-stamping-nail-polish-sp40-amaranth-red/
Moyra Stamping Nail Polish sp39 Peony Red;;;Moyra Stamping > Moyra Stamping Polish;;;4,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/239802baf6a27a17830b806b226aa9d6bb8d3a39.jpg;https://www.nagelproduct.nl/a-64801783/moyra-stamping-polish/moyra-stamping-nail-polish-sp39-peony-red/
Moyra Stamping Nail Polish sp38 Cashmere Bordeaux;;;Moyra Stamping > Moyra Stamping Polish;;;4,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/637c82ee019070163ed2c9b5347274a4ca0c568b.jpg;https://www.nagelproduct.nl/a-64801782/moyra-stamping-polish/moyra-stamping-nail-polish-sp38-cashmere-bordeaux/
Moyra Stamping Nail Polish sp37 Chocolate Brown;;;Moyra Stamping > Moyra Stamping Polish;;;4,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/5c0c3fcd82bbab7d6f349ead8e12e6a614618d60.jpg;https://www.nagelproduct.nl/a-64801763/moyra-stamping-polish/moyra-stamping-nail-polish-sp37-chocolate-brown/
Moyra Stamping Nail Polish sp36 Vintage Mauve;;;Moyra Stamping > Moyra Stamping Polish;;;4,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/aa4d9496acd54a724eb102e68a91fb65e921dabb.jpg;https://www.nagelproduct.nl/a-64801751/moyra-stamping-polish/moyra-stamping-nail-polish-sp36-vintage-mauve/
Moyra Stamping Nail Polish sp35 Easy Mauve;;;Moyra Stamping > Moyra Stamping Polish;;;4,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/e7822054865814f48fca6c697a0c072437617cd3.jpg;https://www.nagelproduct.nl/a-64801732/moyra-stamping-polish/moyra-stamping-nail-polish-sp35-easy-mauve/
Moyra Stamping Nail Polish sp34 rose gold;;;Moyra Stamping > Moyra Stamping Polish;;;4,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/1bd5f3d03a2ac0b6808c35e5c844feed13af7009.jpg,https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/article/9d73d5e32f84bc0ba03f350054d3c3fd56fa6fb3.jpg;https://www.nagelproduct.nl/a-60490309/moyra-stamping-polish/moyra-stamping-nail-polish-sp34-rose-gold/
Moyra Stamping Nail Polish sp33 cateye blue;Gebruik deze cateye in combinatie met de sp topcoat;<p>Gebruik deze cateye in combinatie met de sp topcoat</p>;Moyra Stamping > Moyra Stamping Polish;;;4,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/8e5c1d9bb6a98ea42c0141296d391c5faccb20f0.jpg,https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/article/a94a1307729411603578edd782c0c98fbf2d2dae.jpg;https://www.nagelproduct.nl/a-56932792/moyra-stamping-polish/moyra-stamping-nail-polish-sp33-cateye-blue/
Moyra Stamping Nail Polish sp30 cateye silver;Gebruik deze cateye in combinatie met de sp topcoat;<p>Gebruik deze cateye in combinatie met de sp topcoat</p>;Moyra Stamping > Moyra Stamping Polish;;;4,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/b903b2a480ccaa7b28bf417b11aa84fd37e8c634.jpg;https://www.nagelproduct.nl/a-56932776/moyra-stamping-polish/moyra-stamping-nail-polish-sp30-cateye-silver/
Moyra Stamping Nail Polish sp31 cateye goud;Gebruik deze cateye in combinatie met de sp topcoat;<p>Gebruik deze cateye in combinatie met de sp topcoat</p>;Moyra Stamping > Moyra Stamping Polish;;;4,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/a40f97024fc45afc0a3cde7d11f4ee7d172952ed.jpg;https://www.nagelproduct.nl/a-56932783/moyra-stamping-polish/moyra-stamping-nail-polish-sp31-cateye-goud/
Moyra Stamping Nail Polish sp32 cateye red;Gebruik deze cateye in combinatie met de sp topcoat;<p>Gebruik deze cateye in combinatie met de sp topcoat</p>;Moyra Stamping > Moyra Stamping Polish;;;4,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/50acee264d7b7b93d710f8072cef070c54146d21.jpg;https://www.nagelproduct.nl/a-56932790/moyra-stamping-polish/moyra-stamping-nail-polish-sp32-cateye-red/
Moyra Stamping Nail Polish sp29 chrome rose;;;Moyra Stamping > Moyra Stamping Polish;;;4,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/c43930a573a3820c4b9fea032c4bc0bc6632c0e4.jpg,https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/article/8532f7902b30809e9e4b166ff05c0742bb9d37d4.jpg,https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/article/c02e3b4b8e87c5b95b96d30eda71dd9c1f5cefda.jpg,https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/article/0bc6191a455d13a9dc75227d703e77a8616da347.jpg;https://www.nagelproduct.nl/a-54629960/moyra-stamping-polish/moyra-stamping-nail-polish-sp29-chrome-rose/
Moyra Stamping Nail Polish sp28 chrome purple;;;Moyra Stamping > Moyra Stamping Polish;;;4,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/0e9416a491d81db35f2ad345e84dff53c8ee70e1.jpg,https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/article/83dab2b58a910091a64c9b017fda27b77e16e702.jpg,https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/article/63e29984eb635668d9f562721aaa53d3818cac6a.jpg,https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/article/acab9d6b27e3cfffb966060c4cc4aa9e72437312.jpg;https://www.nagelproduct.nl/a-54629957/moyra-stamping-polish/moyra-stamping-nail-polish-sp28-chrome-purple/
Moyra Stamping Nail Polish sp27 chrome green;;;Moyra Stamping > Moyra Stamping Polish;;;4,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/76087a499e981129c41fd197fc90a8239580e0ce.jpg,https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/article/b4d29474789e5d05da7b88cfcba5f6138e94d74d.jpg,https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/article/9da794700ed793172229694a40ea66de8d3e2aa9.jpg,https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/article/e8c4b8ae70b00a846472184325b2b624615db45a.jpg;https://www.nagelproduct.nl/a-54629953/moyra-stamping-polish/moyra-stamping-nail-polish-sp27-chrome-green/
Moyra Stamping Nail Polish sp26 chrome blue;;;Moyra Stamping > Moyra Stamping Polish;;;4,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/2f156238bda12ea519b95998eb1b331645590919.jpg,https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/article/0b19e2274762b7dfad39705483ca67b629b1a901.jpg,https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/article/feae543eb098b6db760a20ea7729088071b82934.jpg,https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/article/28d24daef5138eb956faac35e934a7e59f75e25e.jpg;https://www.nagelproduct.nl/a-54629951/moyra-stamping-polish/moyra-stamping-nail-polish-sp26-chrome-blue/
